screening_index,source,pdb_id,chain_id,uniprot_id,pair_name,provisional_stratum,pilot_role,preflight_status,full_length_mapping_coverage,entity_mapping_coverage,sequence_identity,observed_ca_fraction,pair_status,geometry_status,robust_status,segment_context_status,confidence_model_match,mapped_plddt_min,mapped_plddt_q10,mapped_plddt_median,longest_internal_below_70_length,longest_internal_below_80_length,terminal_only_below_80,ca_disagreement_median,ca_disagreement_p90,ca_disagreement_max,largest_high_conf_disagreement_segment,high_conf_segment_median_plddt,high_conf_segment_disagreement,pae_6_11_q50,pae_6_11_q90,pae_6_11_mean,pae_6_11_above_10_fraction,pae_6_11_above_15_fraction,pae_6_11_pair_count,pae_12_23_q50,pae_12_23_q90,pae_12_23_mean,pae_12_23_above_10_fraction,pae_12_23_above_15_fraction,pae_12_23_pair_count,pae_24_47_q50,pae_24_47_q90,pae_24_47_mean,pae_24_47_above_10_fraction,pae_24_47_above_15_fraction,pae_24_47_pair_count,pae_48_95_q50,pae_48_95_q90,pae_48_95_mean,pae_48_95_above_10_fraction,pae_48_95_above_15_fraction,pae_48_95_pair_count,pae_96_plus_q50,pae_96_plus_q90,pae_96_plus_mean,pae_96_plus_above_10_fraction,pae_96_plus_above_15_fraction,pae_96_plus_pair_count,long_range_48_95_pae_q90,long_range_48_95_above_10_fraction,long_range_48_95_above_15_fraction,long_range_96_plus_pae_q90,long_range_96_plus_above_10_fraction,long_range_96_plus_above_15_fraction,is_easy_control,is_low_conf_local,is_high_pae_long_range,is_high_conf_state_disagreement,is_construct_difference,is_missing_coordinate_stress,easy_control_evidence_available,low_conf_evidence_available,high_pae_evidence_available,state_disagreement_evidence_available,construct_evidence_available,missing_coordinate_evidence_available,easy_control_evidence_summary,low_conf_evidence_summary,high_pae_evidence_summary,state_disagreement_evidence_summary,construct_evidence_summary,missing_coordinate_evidence_summary,primary_category,classification_status,full_diagnostic_complete,main_quality_pass,selection_eligible,classification_explanation,evidence_assembly_status,evidence_assembly_reason,model_evidence_mismatch
28,screening_pool,1muw,A,P15587,1muw_A__P15587,long_backbone_proxy,,pass_full_length,0.9974160206718348,1.0,0.9974093264248703,1.0,not_started,not_started,not_started,not_started,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
29,screening_pool,2ddx,A,D5MP61,2ddx_A__D5MP61,long_backbone_proxy,,fail_preflight,0.5677083333333334,0.981981981981982,1.0,0.9908256880733946,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=fail_preflight; pilot_role=None,observed CA fraction=0.9908256880733946; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
30,screening_pool,5akr,A,P25006,5akr_A__P25006,long_backbone_proxy,,fail_preflight,1.0,1.0,1.0,0.8915343915343915,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,True,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=fail_preflight; pilot_role=None,observed CA fraction=0.8915343915343915; secondary stress=None,missing_coordinate_stress,partial_classification,False,False,False,status=partial_classification; primary=missing_coordinate_stress; active_labels=missing_coordinate_stress; missing evidence remains unknown rather than negative.,success,assembled,False
31,screening_pool,2ov0,A,P22364,2ov0_A__P22364,balanced_background,,warn_construct_difference,0.8015267175572519,1.0,1.0,1.0,not_started,not_started,not_started,not_started,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=warn_construct_difference; pilot_role=None,observed CA fraction=1.0; secondary stress=None,construct_difference_control,partial_classification,False,False,False,status=partial_classification; primary=construct_difference_control; active_labels=construct_difference_control; missing evidence remains unknown rather than negative.,success,assembled,False
32,screening_pool,8c5n,A,Q02I11,8c5n_A__Q02I11,balanced_background,,fail_preflight,0.480719794344473,0.9689119170984456,1.0,0.9946524064171124,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=fail_preflight; pilot_role=None,observed CA fraction=0.9946524064171124; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
33,screening_pool,1mc2,A,O57385,1mc2_A__O57385,balanced_background,,warn_construct_difference,0.8840579710144928,1.0,1.0,1.0,not_started,not_started,not_started,not_started,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=warn_construct_difference; pilot_role=None,observed CA fraction=1.0; secondary stress=None,construct_difference_control,partial_classification,False,False,False,status=partial_classification; primary=construct_difference_control; active_labels=construct_difference_control; missing evidence remains unknown rather than negative.,success,assembled,False
34,screening_pool,5kwm,A,Q54137,5kwm_A__Q54137,balanced_background,,warn_construct_difference,0.8455882352941176,1.0,1.0,0.9652173913043478,not_started,not_started,not_started,not_started,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=warn_construct_difference; pilot_role=None,observed CA fraction=0.9652173913043478; secondary stress=None,construct_difference_control,partial_classification,False,False,False,status=partial_classification; primary=construct_difference_control; active_labels=construct_difference_control; missing evidence remains unknown rather than negative.,success,assembled,False
35,screening_pool,1x8p,A,Q94734,1x8p_A__Q94734,balanced_background,construct_difference_negative_control,warn_construct_difference,0.8975609756097561,1.0,1.0,1.0,complete,complete,complete,complete,True,59.38,87.825,97.12,5.0,6.0,False,0.2372487047954486,0.5717039356694124,4.017803588322726,0,,,2.0,5.0,2.715099715099715,0.022792022792022793,0.0,1053.0,2.5,6.5,3.2765265265265264,0.05455455455455455,0.0005005005005005005,1998.0,2.5,6.0,3.0158529741863074,0.03282828282828283,0.0,3564.0,2.5,6.0,3.3578703703703705,0.028703703703703703,0.0,5400.0,2.5,6.5,3.2466802860061286,0.027068437180796732,0.0,3916.0,6.0,0.028703703703703703,0.0,6.5,0.027068437180796732,0.0,False,False,False,False,True,False,True,True,True,True,True,True,available=True; mapped pLDDT median=97.12; CA disagreement p90=0.5717039356694124; largest high-confidence run=0,internal below-80 run length=6,"48_95:q90=6,>10=0.0287,>15=0,n=5400; 96_plus:q90=6.5,>10=0.0271,>15=0,n=3916","qualifying segments=0, largest high-confidence run=0",preflight=warn_construct_difference; pilot_role=construct_difference_negative_control,observed CA fraction=1.0; secondary stress=None,construct_difference_control,complete_classification,True,False,False,status=complete_classification; primary=construct_difference_control; active_labels=construct_difference_control; missing evidence remains unknown rather than negative.,success,assembled,False
36,screening_pool,3zoj,A,F2QVG4,3zoj_A__F2QVG4,balanced_background,balanced_candidate,pass_full_length,1.0,1.0,1.0,0.942652329749104,complete,complete,complete,complete,True,36.91,50.79600000000001,98.06,3.0,7.0,False,0.4875676691152125,9.78822784273474,41.753230231361705,4,90.595,7.332016224082375,1.5,10.0,3.1250818598559267,0.10281597904387688,0.042567125081859856,1527.0,2.0,16.0,4.788696537678208,0.14867617107942974,0.10726408689748812,2946.0,2.5,21.0,5.8513736263736265,0.17637362637362639,0.1371794871794872,5460.0,2.0,20.0,5.601066144473455,0.17504351610095736,0.1452349869451697,9192.0,3.5,26.0,9.716638152266896,0.36655260906757914,0.31957513544339894,14028.0,20.0,0.17504351610095736,0.1452349869451697,26.0,0.36655260906757914,0.31957513544339894,False,True,True,False,False,False,True,True,True,True,True,True,available=True; mapped pLDDT median=98.06; CA disagreement p90=9.78822784273474; largest high-confidence run=4,internal below-80 run length=7,"48_95:q90=20,>10=0.175,>15=0.145,n=9192; 96_plus:q90=26,>10=0.367,>15=0.32,n=14028","qualifying segments=0, largest high-confidence run=4",preflight=pass_full_length; pilot_role=balanced_candidate,observed CA fraction=0.942652329749104; secondary stress=None,high_pae_long_range,complete_classification,True,True,True,"status=complete_classification; primary=high_pae_long_range; active_labels=low_confidence_local,high_pae_long_range; missing evidence remains unknown rather than negative.",success,assembled,False
101,replacement_pool,8pb5,A,P0DPA9,8pb5_A__P0DPA9,lower_global_confidence_replacement,,pass_full_length,1.0,0.9596273291925466,0.9967637540453076,1.0,not_started,not_started,not_started,not_started,True,35.06,62.884,94.88,35.0,37.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=94.88; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=37,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,low_confidence_local,partial_classification,False,True,False,status=partial_classification; primary=low_confidence_local; active_labels=low_confidence_local; missing evidence remains unknown rather than negative.,success,assembled,False
102,replacement_pool,6eio,A,A0A023J6X7,6eio_A__A0A023J6X7,lower_global_confidence_replacement,,failed_runtime,,,,,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,False,False,False,True,False,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=failed_runtime; pilot_role=None,observed CA fraction=None; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
103,replacement_pool,5avd,A,P00772,5avd_A__P00772,lower_global_confidence_replacement,,pass_full_length,0.9022556390977444,1.0,0.9958333333333332,1.0,not_started,not_started,not_started,not_started,True,62.03,94.048,98.62,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.62; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
104,replacement_pool,9qdv,A,A0A918GGJ7,9qdv_A__A0A918GGJ7,lower_global_confidence_replacement,,fail_preflight,0.8854166666666666,0.9550561797752808,0.7333333333333333,1.0,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=fail_preflight; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
105,replacement_pool,1pq7,A,P35049,1pq7_A__P35049,lower_global_confidence_replacement,,pass_full_length,0.9032258064516128,1.0,1.0,1.0,not_started,not_started,not_started,not_started,True,62.88,93.247,98.5,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.5; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
106,replacement_pool,8rma,A,W1DN50,8rma_A__W1DN50,lower_global_confidence_replacement,,pass_full_length,0.9037800687285223,0.9924528301886792,1.0,1.0,not_started,not_started,not_started,not_started,True,68.75,97.0,98.75,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.75; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
107,replacement_pool,8c3x,A,A0A7I9C8Z1,8c3x_A__A0A7I9C8Z1,lower_global_confidence_replacement,,pass_full_length,0.9333333333333332,0.9572649572649572,1.0,1.0,not_started,not_started,not_started,not_started,True,68.94,91.44,97.75,1.0,2.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=97.75; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=2,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
108,replacement_pool,6tgu,A,P19784,6tgu_A__P19784,lower_global_confidence_replacement,,failed_runtime,,,,,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,False,False,False,True,False,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=failed_runtime; pilot_role=None,observed CA fraction=None; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
109,replacement_pool,2jfr,A,A0QTQ6,2jfr_A__A0QTQ6,lower_global_confidence_replacement,,pass_full_length,1.0,0.9957264957264956,1.0,1.0,not_started,not_started,not_started,not_started,True,57.41,87.924,96.62,0.0,2.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=96.62; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=2,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
110,replacement_pool,1n9b,A,P30896,1n9b_A__P30896,lower_global_confidence_replacement,,pass_full_length,0.9265734265734266,1.0,0.9962264150943396,1.0,not_started,not_started,not_started,not_started,True,59.69,97.12,98.62,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.62; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
111,replacement_pool,1i1w,A,P23360,1i1w_A__P23360,lower_global_confidence_replacement,,pass_full_length,0.9209726443768996,1.0,0.9801980198019802,1.0,not_started,not_started,not_started,not_started,True,59.94,98.31,98.81,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.81; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
112,replacement_pool,4f1v,A,C3K8K1,4f1v_A__C3K8K1,lower_global_confidence_replacement,,pass_full_length,0.9390862944162436,0.9711286089238844,1.0,1.0,not_started,not_started,not_started,not_started,True,84.69,97.804,98.75,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.75; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
113,replacement_pool,3ip0,A,P26281,3ip0_A__P26281,lower_global_confidence_replacement,,pass_full_length,0.9937106918238994,1.0,1.0,1.0,not_started,not_started,not_started,not_started,True,70.69,89.22500000000001,98.09,0.0,6.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.09; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=6,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,low_confidence_local,partial_classification,False,True,False,status=partial_classification; primary=low_confidence_local; active_labels=low_confidence_local; missing evidence remains unknown rather than negative.,success,assembled,False
114,replacement_pool,7g0z,A,P15090,7g0z_A__P15090,lower_global_confidence_replacement,,fail_preflight,1.0,0.9777777777777776,0.9393939393939394,1.0,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,False,False,False,False,False,True,True,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=fail_preflight; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
115,replacement_pool,1nwz,A,P16113,1nwz_A__P16113,lower_global_confidence_replacement,,pass_full_length,1.0,1.0,1.0,1.0,not_started,not_started,not_started,not_started,True,52.97,91.964,97.88,0.0,0.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=97.88; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=0,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
116,replacement_pool,4ea9,A,O85353,4ea9_A__O85353,lower_global_confidence_replacement,,failed_runtime,,,,,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,False,False,False,True,False,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=failed_runtime; pilot_role=None,observed CA fraction=None; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
117,replacement_pool,9pwm,A,P0ABQ4,9pwm_A__P0ABQ4,lower_global_confidence_replacement,,pass_full_length,1.0,1.0,1.0,1.0,not_started,not_started,not_started,not_started,True,75.81,92.888,98.19,0.0,4.0,False,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,False,True,False,False,True,True,available=False; mapped pLDDT median=98.19; CA disagreement p90=None; largest high-confidence run=0,internal below-80 run length=4,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=pass_full_length; pilot_role=None,observed CA fraction=1.0; secondary stress=None,insufficient_evidence,insufficient_evidence,False,True,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
118,replacement_pool,6kfn,A,A0A5S8WF57,6kfn_A__A0A5S8WF57,lower_global_confidence_replacement,,failed_runtime,,,,,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,False,False,False,True,False,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=failed_runtime; pilot_role=None,observed CA fraction=None; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
119,replacement_pool,9ygw,A,Q46948,9ygw_A__Q46948,lower_global_confidence_replacement,,failed_runtime,,,,,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,False,False,False,True,False,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=failed_runtime; pilot_role=None,observed CA fraction=None; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
120,replacement_pool,1vyr,A,P71278,1vyr_A__P71278,lower_global_confidence_replacement,,failed_runtime,,,,,skipped_preflight,skipped_preflight,skipped_preflight,skipped_preflight,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,False,False,False,True,False,available=False; mapped pLDDT median=None; CA disagreement p90=None; largest high-confidence run=0,unknown: mapped-confidence evidence unavailable or mismatched,unknown: long-range PAE evidence unavailable,unknown: structural-disagreement segment evidence unavailable,preflight=failed_runtime; pilot_role=None,observed CA fraction=None; secondary stress=None,insufficient_evidence,insufficient_evidence,False,False,False,status=insufficient_evidence; primary=insufficient_evidence; active_labels=none; missing evidence remains unknown rather than negative.,success,assembled,False
