candidate_index	canonical_source_row	polymer_entity_id	pair_id	PDB	chain	UniProt	current_readiness	primary_acquisition_class	required_external_assets	required_local_derivations	sampling_stratum_prior	prior_evidence_status	selection_reason	target_observability	asset_statuses	requires_pdb_mmcif	requires_sifts	requires_afdb_metadata	requires_afdb_structure	requires_afdb_pae	requires_afdb_confidence
44	43	8W8U_1	8w8u_A__H3K419	8w8u	A	H3K419	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
196	202	4CE8_1	4ce8_A__Q9HYN5	4ce8	A	Q9HYN5	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=lt150;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
92	93	2F01_1	2f01_A__P22629	2f01	A	P22629	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
139	144	5AKR_1	5akr_A__P25006	5akr	A	P25006	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
16	15	5KWM_1	5kwm_A__Q54137	5kwm	A	Q54137	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
75	74	6TGU_1	6tgu_A__P19784	6tgu	A	P19784	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
80	80	6EIO_1	6eio_A__A0A023J6X7	6eio	A	A0A023J6X7	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
98	99	4AYO_1	4ayo_A__B0SWV2	4ayo	A	B0SWV2	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
3	2	4ZM7_1	4zm7_A__B3Y002	4zm7	A	B3Y002	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
167	173	6KFN_1	6kfn_A__A0A5S8WF57	6kfn	A	A0A5S8WF57	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
176	182	9QDV_1	9qdv_A__A0A918GGJ7	9qdv	A	A0A918GGJ7	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
183	189	1VYR_1	1vyr_A__P71278	1vyr	A	P71278	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
197	203	4EA9_1	4ea9_A__O85353	4ea9	A	O85353	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
2	1	1US0_1	1us0_A__P15121	1us0	A	P15121	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
155	161	9YGW_1	9ygw_A__Q46948	9ygw	A	Q46948	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
200	206	5AVH_1	5avh_A__P24300	5avh	A	P24300	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=300_599;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
206	212	5Y2S_1	5y2s_A__P00918	5y2s	A	P00918	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
13	12	5YCE_1	5yce_A__P02185	5yce	A	P02185	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
61	60	2VXN_1	2vxn_A__P48499	2vxn	A	P48499	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
173	179	9MXN_1	9mxn_A__Q4K977	9mxn	A	Q4K977	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
199	205	4NSV_1	4nsv_A__Q7M135	4nsv	A	Q7M135	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
179	185	1IX9_1	1ix9_A__P00448	1ix9	A	P00448	partial_local_inputs	needs_afdb_side_acquisition	"[""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=partial_local_inputs;length_bucket=150_299;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""available_local"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""available_local""}"	False	False	True	True	True	True
24	23	7A5M_1	7a5m_A__Q8N8S7	7a5m	A	Q8N8S7	insufficient_local_evidence	needs_both_structure_sides	"[""pdb_mmcif"",""sifts"",""afdb_metadata"",""afdb_structure"",""afdb_pae"",""afdb_confidence""]"	"[""canonical_sequence_metadata_extraction"",""pair_qc"",""residue_mapping"",""fragment_resolution"",""p0_eligibility_inputs"",""mechanism_observability_features""]"	uncertain_or_unclassified	unobserved	acquisition_panel;post_acquisition_restratification_required;non_round1_candidate;prior=uncertain_or_unclassified;prior_evidence_status=unobserved;p0_readiness=insufficient_local_evidence;length_bucket=lt150;unique_uniprot;unique_known_sequence_cluster	complete_pair_mapping_confidence_pae_and_geometry_evidence_for_post_acquisition_restratification	"{""afdb_confidence"":""requires_external_acquisition"",""afdb_metadata"":""requires_external_acquisition"",""afdb_pae"":""requires_external_acquisition"",""afdb_structure"":""requires_external_acquisition"",""canonical_identity_metadata"":""available_local"",""canonical_sequence_metadata"":""derivable_locally_after_acquisition"",""pair_qc_source_inputs"":""requires_external_acquisition"",""pdb_mmcif"":""requires_external_acquisition"",""residue_mapping_source_inputs"":""requires_external_acquisition"",""sifts"":""requires_external_acquisition""}"	True	True	True	True	True	True
